passportArea,weight,firstName,middleName,lastName,currentTeamId,birthDate,height,role,birthArea,wyId,foot,shortName,currentNationalTeamId
Italy,76,Cristian Daniel,,Ansaldi,3185,1986-09-20,181,Defender,Argentina,101742,left,C. Ansaldi,12274
Spain,73,Jorge,,Resurrecci\u00f3n Merodio,679,1992-01-08,177,Midfielder,Spain,3443,right,Koke,1598
Argentina,77,Eduardo Antonio,,Salvio,9607,1990-07-13,173,Midfielder,Argentina,3445,right,E. Salvio,12274
Spain,71,Juan Francisco,,Torres Bel\u00e9n,679,1985-01-09,180,Defender,Spain,3447,right,Juanfran,null
Turkey,76,Arda,,Turan,4535,1987-01-30,175,Midfielder,Turkey,3448,right,A. Turan,null
Colombia,72,Radamel Falcao,,Garc\u00eda Z\u00e1rate,19830,1986-02-10,177,Forward,Colombia,3450,right,R. Falcao,12430
Spain,73,Adri\u00e1n,,L\u00f3pez \u00c1lvarez,677,1988-01-08,183,Forward,Spain,3451,right,Adri\u00e1n L\u00f3pez,null
Spain,88,Sergio,,Rico Gonz\u00e1lez,680,1993-09-01,194,Goalkeeper,Spain,3458,right,Sergio Rico,null
Spain,74,Jorge,,And\u00fajar Moreno,695,1987-04-26,177,Defender,Spain,3460,right,Coke,null
Italy,85,Federico Juli\u00e1n,,Fazio,3158,1987-03-17,195,Defender,Argentina,3463,right,F. Fazio,12274
Spain,68,Antonio Manuel,,Luna Rodr\u00edguez,695,1991-03-17,178,Defender,Spain,3464,left,Luna,null
Spain,68,Fernando,,Navarro i Corbacho,,1982-06-25,177,Defender,Spain,3465,left,Fernando Navarro,null
Spain,75,Alexis,,Ruano Delgado,696,1985-08-04,183,Defender,Spain,3466,right,Alexis,null
Poland,74,Layvin,,Kurzawa,3767,1992-09-04,182,Defender,France,134540,left,L. Kurzawa,null
Spain,70,Jos\u00e9 \u00c1ngel,,G\u00f3mez Campa\u00f1a,695,1993-05-31,179,Midfielder,Spain,3470,right,Campa\u00f1a,null
Spain,60,Jes\u00fas,,Navas Gonz\u00e1lez,680,1985-11-21,172,Midfielder,Spain,3474,right,Jes\u00fas Navas,null
Spain,70,Diego,,Perotti,3158,1988-07-26,179,Forward,Argentina,3475,right,D. Perotti,null
Croatia,78,Ivan,,Rakiti\u0107,676,1988-03-10,184,Midfielder,Switzerland,3476,right,I. Rakiti\u0107,9598
Spain,72,Luis Alberto,,Romero Alconchel,3162,1992-09-28,182,Midfielder,Spain,3484,right,Luis Alberto,null
Turkey,77,Ahmet Yilmaz,,\u00c7al\u0131k,4492,1994-02-26,184,Defender,Turkey,134557,right,A. \u00c7al\u0131k,null
Spain,82,Andr\u00e9s Eduardo,,Fern\u00e1ndez Moreno,682,1986-12-17,185,Goalkeeper,Spain,3486,right,Andr\u00e9s Fern\u00e1ndez,null
Spain,76,Asier,,Riesgo Unamuno,701,1983-10-06,185,Goalkeeper,Spain,3488,right,Asier Riesgo,null
C\u00f4te d'Ivoire,87,Lacina,,Traor\u00e9,,1990-08-20,203,Forward,C\u00f4te d'Ivoire,101795,right,L. Traor\u00e9,null
Costa Rica,70,Marcos Danilo,,Ure\u00f1a Porras,62148,1990-03-05,179,Forward,Costa Rica,101796,right,M. Ure\u00f1a,16871
Spain,78,Sergio,,Postigo Redondo,695,1988-11-04,185,Defender,Spain,3496,right,Sergio Postigo,null
Spain,83,Ra\u00fal,,Garc\u00eda Escudero,678,1986-07-11,184,Midfielder,Spain,3503,right,Ra\u00fal Garc\u00eda,null
Iran,73,Masoud,,Shojaei Soleimani,10788,1984-06-09,184,Midfielder,Iran,3509,right,M. Shojaei,10840
Spain,80,David,,Timor Copov\u00ed,756,1989-10-17,186,Midfielder,Spain,3510,left,Timor,null
Spain,78,Enrique,,Sola Clemente,,1986-02-25,184,Forward,Spain,3517,right,Kike Sola,null
Spain,89,Diego,,L\u00f3pez Rodr\u00edguez,691,1981-11-03,196,Goalkeeper,Spain,3519,right,Diego L\u00f3pez,null
Russia,70,Igor,,Smolnikov,13885,1988-08-08,178,Defender,Russia,101825,right,I. Smolnikov,14358
Italy,75,Mateo Pablo,,Musacchio,3157,1990-08-26,182,Defender,Argentina,3526,right,M. Musacchio,null
France,64,Bernardo,,Mota Veiga de Carvalho e Silva,1625,1994-08-10,173,Midfielder,Portugal,265673,left,Bernardo Silva,9905
Colombia,82,Cristian Eduardo,,Zapata Valencia,3157,1986-09-30,187,Defender,Colombia,3531,right,C. Zapata,12430
Spain,62,Jaume Vicent,,Costa Jord\u00e1,682,1988-03-18,171,Defender,Spain,3534,left,Jaume Costa,null
Netherlands,75,Jonathan ,,de Guzm\u00e1n,2462,1987-09-13,173,Midfielder,Canada,3535,right,J. de Guzm\u00e1n,null
Ghana,72,Mubarak,,Wakaso,696,1990-07-25,171,Midfielder,Ghana,3538,left,M. Wakaso,17522
Spain,71,Hern\u00e1n Arsenio,,P\u00e9rez Gonz\u00e1lez,696,1989-02-25,180,Midfielder,Paraguay,3539,right,H. P\u00e9rez,null
Spain,73,Bruno ,,Soriano Llido,682,1984-06-12,184,Midfielder,Spain,3541,left,Bruno,null
Spain,71,Manuel,,Trigueros Mu\u00f1oz,682,1991-10-17,178,Midfielder,Spain,3542,right,Trigueros,null
Morocco,67,Mehdi,,Carcela-Gonz\u00e1lez,5083,1989-07-01,176,Midfielder,Belgium,101847,left,M. Carcela-Gonz\u00e1lez,16216
Italy,72,Giuseppe,,Rossi,,1987-02-01,173,Forward,United States,3548,left,G. Rossi,null
Spain,80,Wilfredo Daniel,,Caballero,1610,1981-09-28,186,Goalkeeper,Argentina,3551,right,W. Caballero,12274
Spain,79,Rub\u00e9n Iv\u00e1n,,Mart\u00ednez Andrade,677,1984-06-22,188,Goalkeeper,Spain,3554,right,Rub\u00e9n,null
Uruguay,76,Federico Santiago,,Valverde Dipetta,677,1998-07-22,181,Midfielder,Uruguay,364005,right,F. Valverde,null
Spain,0,\u00cdan,,Pino Soler,683,1996-01-23,0,Defender,Spain,462312,right,\u00cdan Pino,null
Spain,78,Sergio,,S\u00e1nchez Ortega,691,1986-04-03,185,Defender,Spain,3562,right,Sergio S\u00e1nchez,null
Spain,79,Francisco Rom\u00e1n,,Alarc\u00f3n Su\u00e1rez,675,1992-04-21,176,Midfielder,Spain,3563,right,Isco,1598
Spain,77,Ignacio,,Camacho Barnola,2451,1990-03-07,183,Midfielder,Spain,3566,right,Camacho,null
Spain,79,Jos\u00e9 Luis,,Garc\u00eda del Pozo,683,1991-01-11,182,Midfielder,Spain,3568,right,Recio,null
Cape Verde Islands,82,Eliseu,,Pereira dos Santos,,1983-10-01,176,Defender,Portugal,3570,left,Eliseu,null
Spain,75,Joaqu\u00edn,,S\u00e1nchez Rodr\u00edguez,684,1981-07-21,179,Midfielder,Spain,3571,right,Joaqu\u00edn,null
Spain,60,Francisco,,Portillo Soler,698,1990-06-13,169,Midfielder,Spain,3572,right,Portillo,null
France,86,J\u00e9r\u00e9my,,Toulalan,,1983-09-10,183,Midfielder,France,3573,right,J. Toulalan,null
Spain,69,Juan Miguel,,Jim\u00e9nez L\u00f3pez,687,1993-05-20,172,Forward,Spain,3576,right,Juanmi,null
Spain,76,Be\u00f1at,,Etxebarria Urkiaga,678,1987-02-19,177,Midfielder,Spain,3595,right,Be\u00f1at,null
Spain,72,Rub\u00e9n,,Castro Mart\u00edn,684,1981-06-27,174,Forward,Spain,3604,right,Rub\u00e9n Castro,null
Spain,72,Jorge,,Molina Vidal,698,1982-04-22,188,Forward,Spain,3605,right,Jorge Molina,null
Kenya,75,Divock,,Okoth Origi,2451,1995-04-18,185,Forward,Belgium,134708,right,D. Origi,null
Spain,82,Iv\u00e1n,,Ramis Barrios,701,1984-10-25,188,Defender,Spain,3642,right,Ramis,null
Spain,82,Pedro,,Bigas Rigo,714,1990-09-15,181,Defender,Spain,3644,left,Bigas,null
Spain,77,Gonzalo,,Castro Iriz\u00e1bal,683,1984-09-14,178,Midfielder,Uruguay,3645,left,Chory Castro,null
Spain,75,Tom\u00e1s,,Pina Isla,696,1987-10-14,185,Midfielder,Spain,3650,right,Tom\u00e1s Pina,null
Spain,86,Antonio Miguel,,Ram\u00edrez Mart\u00ednez,687,1986-11-23,191,Goalkeeper,Spain,3663,right,To\u00f1o,null
Spain,72,Alberto,,De La Bella Madure\u00f1o,687,1985-12-02,179,Defender,Spain,3667,left,De La Bella,null
Spain,79,\u00cd\u00f1igo,,Mart\u00ednez Berridi,678,1991-05-17,182,Defender,Spain,3671,left,\u00cd\u00f1igo Mart\u00ednez,null
Spain,79,Carlos,,Mart\u00ednez D\u00edez,687,1986-04-09,189,Defender,Spain,3672,right,Carlos Mart\u00ednez,null
Spain,75,Asier,,Illarramendi Andonegi,687,1990-03-08,179,Midfielder,Spain,3676,right,Illarramendi,null
Spain,69,Rub\u00e9n,,Pardo Guti\u00e9rrez,687,1992-10-22,181,Midfielder,Spain,3677,right,Rub\u00e9n Pardo,null
Spain,76,Xabier,,Prieto Argarate,,1983-08-29,187,Midfielder,Spain,3678,right,Xabi Prieto,null
Spain,79,David,,Zurutuza Veillet,687,1986-07-19,186,Midfielder,France,3680,right,Zurutuza,null
Spain,78,Imanol,,Agirretxe Arruti,687,1987-02-24,187,Forward,Spain,3681,right,Agirretxe,null
France,71,Antoine,,Griezmann,679,1991-03-21,175,Forward,France,3682,left,A. Griezmann,4418
Spain,77,Carlos Alberto,,Vela Garrido,62148,1989-03-01,177,Forward,Mexico,3685,left,C. Vela,15473
Spain,84,Bernardo Jos\u00e9,,Espinosa Z\u00fa\u00f1iga,756,1989-07-11,192,Defender,Colombia,3692,right,Bernardo Espinosa,null
Spain,75,\u00c1lvaro,,Gonz\u00e1lez Sober\u00f3n,682,1990-01-08,183,Defender,Spain,3695,right,\u00c1lvaro Gonz\u00e1lez,null
Spain,71,Yannick,,Ferreira Carrasco,9192,1993-09-04,180,Forward,Belgium,134769,right,Y. Carrasco,5629
France,77,Papakouli,,Diop,701,1986-03-19,179,Midfielder,Senegal,3704,right,P. Diop,null
Spain,77,Adri\u00e1n ,,Gonz\u00e1lez Morales,683,1988-05-25,183,Midfielder,Spain,3705,left,Adri\u00e1n,null
Spain,66,Jairo,,Samperio Bustara,714,1993-07-11,173,Midfielder,Spain,3708,right,Jairo Samperio,null
Senegal,76,Khouma,,El Hadji Babacar,3315,1993-03-17,185,Forward,Senegal,3710,right,K. Babacar,null
Italy,72,Cristhian Ricardo,,Stuani Curbelo,756,1986-10-12,184,Forward,Uruguay,3714,right,C. Stuani,15670
Spain,93,Roberto,,Jim\u00e9nez Gago,683,1986-02-10,192,Goalkeeper,Spain,3719,right,Roberto,null
Serbia,75,Nemanja,,Maksimovi\u0107,674,1995-01-26,184,Midfielder,Serbia,265864,right,N. Maksimovi\u0107,null
Serbia,80,Sergej,,Milinkovi\u0107-Savi\u0107,3162,1995-02-27,192,Midfielder,Spain,265865,right,S. Milinkovi\u0107-Savi\u0107,17322
Portugal,77,Hernani,,Azevedo J\u00fanior,3782,1994-03-27,188,Midfielder,Brazil,134797,right,Hernani,null
Spain,70,Juan Carlos,,P\u00e9rez L\u00f3pez,683,1990-03-30,179,Defender,Spain,3735,left,Juankar,null
Italy,68,Franco,,Zuculini,3194,1990-09-05,176,Midfielder,Argentina,3736,right,F. Zuculini,null
Spain,75,Mikel,,Balenziaga Oruesagasti,678,1988-02-29,177,Defender,Spain,3750,left,Balenziaga,null
Spain,67,Alberto ,,Bueno Calvo,683,1988-03-20,179,Forward,Spain,3779,right,Bueno,null
Spain,84,Francisco,,Casilla Cort\u00e9s,675,1986-10-02,191,Goalkeeper,Spain,3785,right,Kiko Casilla,null
Spain,83,Jordi,,Amat Maas,684,1992-03-21,185,Defender,Spain,3788,right,Jordi Amat,null
Spain,78,Zouhair,,Feddal,684,1989-12-23,190,Defender,Morocco,3791,left,Z. Feddal,null
Mexico,80,H\u00e9ctor Alfredo,,Moreno Herrera,687,1988-01-17,183,Defender,Mexico,3795,left,H. Moreno,15473
Spain,75,D\u00eddac,,Vil\u00e1 Rossell\u00f3,691,1989-06-09,185,Defender,Spain,3798,left,D\u00eddac Vil\u00e1,null
Slovakia,64,Stanislav,,Lobotka,692,1994-11-22,170,Midfielder,Slovakia,167641,right,S. Lobotka,14496
Brazil,68,Philippe,,Coutinho Correia,676,1992-06-12,171,Forward,Brazil,3802,right,Philippe Coutinho,6380
Spain,71,Sergi,,Darder Moll,691,1993-12-22,180,Midfielder,Spain,3803,right,Sergi Darder,null
Spain,76,Javier ,,L\u00f3pez Rodr\u00edguez,691,1986-01-21,180,Defender,Spain,3806,right,Javi L\u00f3pez,null
Spain,72,Sergio,,Garc\u00eda De La Fuente,691,1983-06-09,174,Forward,Spain,3816,right,Sergio Garc\u00eda,null
Mali,82,Boubakary,,Soumar\u00e9,3776,1999-02-27,188,Midfielder,France,397033,right,B. Soumar\u00e9,4423
Spain,75,Sergio,,\u00c1lvarez Conde,692,1986-08-03,179,Goalkeeper,Spain,3821,right,Sergio \u00c1lvarez,null
Spain,70,Rub\u00e9n,,Blanco Veiga,692,1995-07-25,188,Goalkeeper,Spain,3822,right,Rub\u00e9n Blanco,null
Spain,78,Yoel,,Rodr\u00edguez Oterino,701,1988-08-28,186,Goalkeeper,Spain,3823,right,Yoel,null
Spain,69,Hugo,,Mallo Novegil,692,1991-06-22,173,Defender,Spain,3827,right,Hugo Mallo,null
Algeria,70,Houssem,,Aouar,3766,1998-06-30,175,Midfielder,France,397046,right,H. Aouar,4425
Spain,67,Iago,,Aspas Juncal,692,1987-08-01,176,Forward,Spain,3840,left,Iago Aspas,1598
Chile,64,Fabi\u00e1n Ariel,,Orellana Valenzuela,701,1986-01-27,168,Midfielder,Chile,3843,right,F. Orellana,null
Russia,75,Yury,,Gazinskiy,14072,1989-07-20,184,Midfielder,Russia,102157,right,Y. Gazinskiy,14358
Spain,64,Francisco Jos\u00e9,,Molinero Calder\u00f3n,698,1985-07-26,175,Defender,Spain,3856,right,Molinero,null
Croatia,73,Domagoj,,Vida,4489,1989-04-29,184,Defender,Croatia,69396,right,D. Vida,9598
Croatia,76,Milan,,Badelj,3162,1989-02-25,186,Midfielder,Croatia,69400,right,M. Badelj,9598
Italy,73,Manuel Rolando,,Iturra Urrutia,683,1984-06-23,174,Midfielder,Chile,3866,right,M. Iturra,null
Croatia,77,Mateo,,Kova\u010di\u0107,1610,1994-05-06,178,Midfielder,Austria,69404,right,M. Kova\u010di\u0107,9598
Croatia,76,\u0160ime,,Vrsaljko,3161,1992-01-10,181,Defender,Croatia,69409,right,\u0160. Vrsaljko,9598
Spain,79,Enrique,,Garc\u00eda Mart\u00ednez,701,1989-11-25,186,Forward,Spain,3874,right,Kike Garc\u00eda,null
Croatia,73,Andrej,,Kramari\u0107,2482,1991-06-19,177,Forward,Croatia,69411,right,A. Kramari\u0107,9598
Sweden,85,Pontus,,Wernbloom,,1986-06-25,187,Midfielder,Sweden,101604,right,P. Wernbloom,null
Brazil,92,L\u00e9o,,Lacroix,6407,1992-02-27,197,Defender,Switzerland,134951,right,L. Lacroix,null
Spain,80,Leandro Daniel,,Cabrera Sas\u00eda,698,1991-06-17,187,Defender,Uruguay,3885,left,L. Cabrera,null
Spain,78,Keylor,,Navas Gamboa,675,1986-12-15,185,Goalkeeper,Costa Rica,3915,right,K. Navas,16871
Spain,81,Gustavo Daniel,,Cabral C\u00e1ceres,692,1985-10-14,182,Defender,Argentina,3916,right,G. Cabral,null
Spain,69,Iv\u00e1n,,L\u00f3pez Mendoza,695,1993-08-23,175,Defender,Spain,3919,right,Iv\u00e1n L\u00f3pez,null
Spain,72,Pedro,,L\u00f3pez Mu\u00f1oz,695,1983-11-01,174,Defender,Spain,3920,right,Pedro L\u00f3pez,null
Morocco,66,Nabil,,El Zhar,712,1986-08-27,171,Midfielder,France,3934,right,N. El Zhar,null
Spain,74,Roger,,Mart\u00ed Salvador,695,1991-01-03,179,Forward,Spain,3937,right,Roger,null
England,72,Marcus,,Rashford,1611,1997-10-31,187,Forward,England,397178,right,M. Rashford,2413
Spain,76,Iv\u00e1n,,Cu\u00e9llar Sacrist\u00e1n,712,1984-05-25,187,Goalkeeper,Spain,3963,left,Cu\u00e9llar,null
Spain,79,Alejandro,,G\u00e1lvez Jimena,714,1989-06-06,188,Defender,Spain,3970,right,G\u00e1lvez,null
Uruguay,61,Dami\u00e1n Nicol\u00e1s,,Su\u00e1rez Su\u00e1rez,698,1988-04-27,172,Defender,Uruguay,3974,right,D. Su\u00e1rez,null
Croatia,75,Ante,,Budimir,3197,1991-07-21,190,Forward,Bosnia-Herzegovina,69513,left,A. Budimir,null
Croatia,81,Mateo,,Pavlovi\u0107,3799,1990-06-09,194,Defender,Bosnia-Herzegovina,69525,right,M. Pavlovi\u0107,null
Spain,83,Miguel \u00c1ngel,,Moy\u00e0 Rumbo,687,1984-04-02,188,Goalkeeper,Spain,3994,right,Moy\u00e0,null
Spain,81,Miguel,,Torres G\u00f3mez,683,1986-01-28,185,Defender,Spain,4003,right,Miguel Torres,null
Algeria,70,Mehdi,,Lacen,683,1984-03-15,176,Midfielder,France,4009,left,M. Lacen,null
Spain,73,Rub\u00e9n Salvador,,P\u00e9rez Del M\u00e1rmol,712,1989-04-26,178,Midfielder,Spain,4013,right,Rub\u00e9n P\u00e9rez,null
Spain,73,Pedro Le\u00f3n,,S\u00e1nchez Gil,701,1986-11-24,183,Midfielder,Spain,4014,right,Pedro Le\u00f3n,null
Spain,70,Pablo,,Sarabia Garc\u00eda,680,1992-05-11,178,Midfielder,Spain,4015,left,Pablo Sarabia,null
Italy,72,Luca,,Pellegrini,3158,1999-03-07,178,Defender,Italy,397239,left,Luca Pellegrini,null
Denmark,78,Andreas,,Christensen,1610,1996-04-10,188,Defender,Denmark,135103,right,A. Christensen,7712
Spain,77,Sergio,,Enrich Ametller,701,1990-02-26,181,Forward,Spain,4048,right,Sergi Enrich,null
Colombia,78,Jeison Fabi\u00e1n,,Murillo Cer\u00f3n,674,1992-05-27,182,Defender,Colombia,4065,right,J. Murillo,null
Denmark,79,Andreas Evald,,Cornelius,3172,1993-03-16,193,Forward,Denmark,135150,left,A. Cornelius,7712
Croatia,78,Ante,,Rebi\u0107,2462,1993-09-21,185,Forward,Croatia,69616,right,A. Rebi\u0107,9598
Spain,76,Eneko,,B\u00f3veda Altube,677,1988-12-14,182,Defender,Spain,4086,right,B\u00f3veda,null
Spain,77,Ferr\u00e1n,,Torres Garc\u00eda,674,2000-02-29,183,Midfielder,Spain,397303,right,Ferr\u00e1n Torres,1602
Spain,70,Ander,,Capa Rodr\u00edguez,701,1992-02-08,173,Defender,Spain,4094,right,Ander Capa,null
Spain,78,Xabier,,Etxeita Gorritxategi,678,1987-10-31,186,Defender,Spain,4113,right,Etxeita,null
Spain,68,\u00c1ngel Luis,,Rodr\u00edguez D\u00edaz,698,1987-04-26,172,Forward,Spain,4131,right,\u00c1ngel,null
Iceland,77,H\u00f6r\u00f0ur,,Bj\u00f6rgvin Magn\u00fasson,13886,1993-02-11,190,Defender,Iceland,135207,left,H. Magn\u00fasson,7839
Brazil,80,Marlon,,Santos da Silva Barbosa,3775,1995-09-07,182,Defender,Brazil,266286,right,Marlon,null
Spain,78,David,,Rodr\u00edguez Lomb\u00e1n,,1987-06-05,186,Defender,Spain,4180,right,Lomb\u00e1n,null
Italy,75,Simone,,Pontisso,3163,1997-03-20,186,Midfielder,Italy,364641,right,S. Pontisso,null
Senegal,68,Assane,,Diouss\u00e9 El Hadji,3782,1997-09-20,175,Midfielder,Senegal,364644,left,A. Diouss\u00e9,null
Spain,93,Pedro,,Alcal\u00e1 Guirado,756,1989-03-19,196,Defender,Spain,4232,right,Pedro Alcal\u00e1,null
Congo DR,71,Samuel,,Moutoussamy,3770,1996-08-12,176,Midfielder,France,299154,left,S. Moutoussamy,null
Chad,77,Kevin,,N'Doram,19830,1996-01-22,185,Midfielder,France,331923,right,K. N'Doram,null
Spain,70,Aleix,,Vidal Parreu,676,1989-08-21,177,Midfielder,Spain,4256,right,Aleix Vidal,null
Spain,75,Joaqu\u00edn,,Navarro Jim\u00e9nez,714,1990-01-23,177,Defender,Spain,4272,right,Ximo Navarro,null
Spain,72,Borja,,Garc\u00eda Freire,756,1990-11-02,175,Midfielder,Spain,4278,right,Borja Garc\u00eda,null
Spain,81,David,,L\u00f3pez Silva,691,1989-10-09,183,Defender,Spain,4303,right,David L\u00f3pez,null
Spain,77,Daniel,,Gim\u00e9nez Hern\u00e1ndez,684,1983-07-30,182,Goalkeeper,Spain,4319,right,Dani Gim\u00e9nez,null
Nigeria,78,Chidozie,,Collins Awaziem,9606,1997-01-01,189,Defender,Nigeria,364772,right,C. Awaziem,16823
Italy,67,Alessandro ,,Florenzi,3158,1991-03-11,173,Midfielder,Italy,22566,right,A. Florenzi,3757
Spain,64,Roberto,,Rom\u00e1n Triguero,712,1985-07-11,175,Defender,Spain,4326,right,Tito,null
Spain,75,Javier,,Fuego Mart\u00ednez,682,1984-01-04,182,Midfielder,Spain,4332,right,Javi Fuego,null
Spain,85,Diego,,da Silva Costa,679,1988-10-07,188,Forward,Brazil,4338,right,Diego Costa,1598
Brazil,65,Daniel,,Pacheco Lobato,698,1991-01-05,168,Midfielder,Spain,4343,right,Dani Pacheco,null
Czech Republic,75,David,,Pavelka,4551,1991-05-18,185,Midfielder,Czech Republic,82644,right,D. Pavelka,null
Italy,79,Mariano Dami\u00e1n,,Barbosa,682,1984-07-27,188,Goalkeeper,Argentina,4348,right,M. Barbosa,null
Spain,81,Ra\u00fal,,Lizo\u00e1in Cruz,714,1991-01-27,187,Goalkeeper,Spain,4350,left,Ra\u00fal Lizo\u00e1in,null
Spain,80,David,,Garc\u00eda Santana,714,1982-02-25,183,Defender,Spain,4355,right,David Garc\u00eda,null
Spain,75,V\u00edctor,,Laguardia Cisneros,696,1989-11-05,185,Defender,Spain,4358,right,Laguardia,null
Spain,80,Juan Pedro,,Ram\u00edrez L\u00f3pez,756,1991-06-30,190,Defender,Spain,4360,right,Juanpe,null
Spain,70,Javi,,Castellano Betancor,714,1987-11-02,181,Midfielder,Spain,4361,right,Javi Castellano,null
Spain,70,Jer\u00f3nimo,,Figueroa Cabrera,714,1982-07-15,179,Midfielder,Spain,4362,left,Momo,null
Spain,78,Jos\u00e9 Vicente,,G\u00f3mez Umpi\u00e9rrez,714,1988-08-31,186,Midfielder,Spain,4363,left,Vicente G\u00f3mez,null
Spain,73,Roque,,Mesa Quevedo,680,1989-06-07,171,Midfielder,Spain,4365,right,Roque Mesa,null
Spain,71,Dani,,Castellano Betancor,714,1987-11-02,178,Defender,Spain,4371,left,Dani Castellano,null
Spain,66,Lorenzo Jes\u00fas,,Mor\u00f3n Garc\u00eda,684,1993-12-30,180,Forward,Spain,364820,right,Loren Mor\u00f3n,null
Spain,79,V\u00edctor,,Mach\u00edn P\u00e9rez,679,1989-11-02,184,Midfielder,Spain,4375,right,Vitolo,null
Dominican Republic,78,H\u00e9ctor Junior,,Firpo Adames,684,1996-08-22,184,Defender,Dominican Republic,364850,left,J. Firpo,null
Spain,78,Rodrigo,,Hern\u00e1ndez Cascante,682,1996-06-22,190,Midfielder,Spain,364860,right,Rodri,1604
Spain,69,Adri\u00e1n,,Di\u00e9guez Grande,696,1996-02-04,187,Defender,Spain,364870,left,Adri\u00e1n Di\u00e9guez,null
Spain,70,Jonathan,,Castro Otto,692,1994-03-03,175,Defender,Spain,4424,right,Jonny,null
Spain,73,Borja,,Valle Balonga,677,1992-07-09,177,Forward,Spain,4440,right,Borja Valle,null
Croatia,85,Tomi,,Juri\u0107,6425,1991-07-22,191,Forward,Australia,69978,right,T. Juri\u0107,8493
Russia,82,Denis,,Glushakov,13888,1987-01-27,182,Midfielder,Russia,101623,right,D. Glushakov,null
Spain,80,Yuri,,Berchiche Izeta,3767,1990-02-10,181,Defender,Spain,4452,left,Yuri Berchiche,null
Spain,91,Iago,,Herrer\u00edn Buis\u00e1n,678,1988-01-25,187,Goalkeeper,Spain,4476,right,Iago Herrer\u00edn,null
Spain,76,Sa\u00fal,,\u00d1\u00edguez Esclapez,679,1994-11-21,184,Midfielder,Spain,4488,left,Sa\u00fal,1598
China PR,69,Yuning,,Zhang,2443,1997-01-05,185,Forward,China PR,364937,right,Zhang Yuning,9211
Spain,70,Lucas,,V\u00e1zquez Iglesias,675,1991-07-01,173,Forward,Spain,4498,right,Lucas V\u00e1zquez,1598
Spain,73,Daniel,,Carvajal Ramos,675,1992-01-11,173,Defender,Spain,4501,right,Daniel Carvajal,1598
Spain,74,Omar,,Mascarell Gonz\u00e1lez,2462,1993-02-02,181,Midfielder,Spain,4509,right,Omar Mascarell,null
Spain,76,Pedro,,Mosquera Parada,677,1988-04-21,184,Midfielder,Spain,4511,left,Pedro Mosquera,null
Spain,74,Denis,,Cheryshev,674,1990-12-26,179,Midfielder,Russia,4513,left,D. Cheryshev,14358
Greece,77,Anastasios,,Donis,2445,1996-08-29,178,Forward,England,233910,right,A. Donis,12678
Brazil,78,Danilo Luiz,,da Silva,1625,1991-07-15,184,Defender,Brazil,70083,right,Danilo,6380
Brazil,75,Alex Sandro,,Lobo Silva,3159,1991-01-26,180,Defender,Brazil,70084,left,Alex Sandro,null
Argentina,81,Nicol\u00e1s Hern\u00e1n,,Otamendi,1625,1988-02-12,183,Defender,Argentina,70086,right,N. Otamendi,12274
Portugal,77,Rolando Jorge,,Pires da Fonseca,3771,1985-08-31,189,Defender,Cape Verde Islands,70088,right,Rolando,null
Romania,81,Ionu\u021b Cristian,,S\u0103punaru,4510,1984-04-05,187,Defender,Romania,70090,right,C. S\u0103punaru,null
Portugal,61,Jo\u00e3o Filipe,,Iria Santos Moutinho,1629,1986-09-08,170,Midfielder,Portugal,70093,right,Jo\u00e3o Moutinho,9905
Italy,84,Cristian Gabriel,,Rodr\u00edguez Barrotti,15633,1985-09-30,177,Midfielder,Uruguay,70095,left,C. Rodr\u00edguez,15670
Colombia,75,James David,,Rodr\u00edguez Rubio,2444,1991-07-12,180,Midfielder,Colombia,70096,left,J. Rodr\u00edguez,12430
Austria,93,Marc,,Janko,6433,1983-06-25,196,Forward,Austria,70100,left,M. Janko,null
Spain,90,Ezequiel Marcelo,,Garay,674,1986-10-10,189,Defender,Argentina,70112,right,E. Garay,null
Spain,82,Francisco Javier ,,Garc\u00eda Fern\u00e1ndez,684,1987-02-08,186,Midfielder,Spain,70120,right,Javi Garc\u00eda,null
